text,label
we dont play bitch theres no take backs,"[1, 0, 0]"
we dont pop out bitch we slide,"[1, 0, 0]"
we dont want yo bitch mane we just wanna have fun with her,"[1, 0, 0]"
we got gin mad blunts and bitches sucking dick,"[1, 0, 0]"
we got mob ties and all my hoes gangstaz toomob wives bad bitchesbut i dont spend alotta ,"[1, 0, 0]"
we hate you too lil nicca loli hate the steelers dawg,"[0, 1, 0]"
we in this bitch ,"[1, 0, 0]"
we just chasing os round here we aint chasing hoes round here ,"[1, 0, 0]"
we know what this hoe gonna do for her bday now cc i plan on it ,"[1, 0, 0]"
we know you fat hoes are not big boned your jus fat af ,"[1, 0, 0]"
we live ina generation where we praise these hoes,"[1, 0, 0]"
we need a ut expose hoes page hmmmmm ,"[1, 0, 0]"
we need hoes,"[1, 0, 0]"
we need to start having a fantasy team of ut hoes lol,"[1, 0, 0]"
we over here struggling with college and work and ice jj fish making money for being trash lol what has this world come to,"[0, 0, 1]"
we ran thru the bitch you fallin in love with,"[1, 0, 0]"
we so deep in this bitch we might drown,"[1, 0, 0]"
we trash,"[1, 0, 0]"
we use to sneak up on them cats back in wood hollow and ceelo ranch and toss they ass in the pool lil bitches,"[1, 0, 0]"
we wacko birds are still tweeting makedclisten,"[0, 0, 1]"
well catch them hoes later stay on ya grind,"[1, 0, 0]"
were bringing the cadaver dogs charlie brown rejectedpeanutsspecials,"[0, 0, 1]"
were a good match cuz we both retardedn weed,"[1, 0, 0]"
were going to make the school look so redneck tomorrow,"[0, 0, 1]"
weazy bitch birdman jr ,"[1, 0, 0]"
webbie to retarded,"[1, 0, 0]"
weed brownies gtgtgtgt ,"[0, 0, 1]"
weed nigguh retweet that,"[1, 0, 0]"
weef fitm is that life fuck flappy bird,"[1, 0, 0]"
weekend is here what an amazing week this has been lets use this extended weekend to celebrate our successes my fellow queer folk,"[0, 0, 1]"
weird ass bitches,"[1, 0, 0]"
weird frosted colored lipgloss is weird,"[0, 0, 1]"
welcome to our land of dispossession check out the evil racist whitey sitting on steps etc reconquista woo hoo,"[0, 0, 1]"
welcome to the family mia meli new puppy adorable cute fluffy mutt mybaby girl ,"[0, 0, 1]"
welding with your shirt off is the redneck version of tanning lol,"[1, 0, 0]"
well i wish i could shoot the shit wit u bitches but daddy gotta get dis money one,"[1, 0, 0]"
well im back on the prowl for a bad bitch,"[1, 0, 0]"
well jay i guess if you wanna keep your house from burning downthe bird is the word yeah jaymohrsports @jaymohr,"[0, 0, 1]"
well jennas getting a yellow lab so i know where ill be whenever im home,"[0, 0, 1]"
well damn lmaoooit was the dyke in that picture she used to be a girl once up on a time,"[1, 0, 0]"
well dayumi seen you bitches knocking censor tags off your clothes on your patio with hammers ,"[1, 0, 0]"
well done what a coon,"[1, 0, 0]"
well gahdamnwooooowgood job mommy cutest thing blue ivy ever done she still an ugly nigger baby,"[0, 1, 0]"
well good morning early birds t minus mins until thee clock out then breakfast shower rub one and sleep,"[0, 0, 1]"
well guess i know a bunch of hoes then gone bring ya baldpussy hoeass elements tonight tho ,"[1, 0, 0]"
well i feel like a bitch ,"[1, 0, 0]"
well isnt that a bitch wildcards are going to the worldseries,"[1, 0, 0]"
well now that im basically gone full retard lets get blasted,"[1, 0, 0]"
well thank goodness i got other musicians that arent bitches likefor example,"[1, 0, 0]"
well they do now hahai just think these bitches are confused like im wife theyaintknow lol @vivalajuicyy,"[1, 0, 0]"
well your a little cunt ,"[1, 0, 0]"
well jhud is giving me bae just got home from work and ima throw the pussy at him ,"[1, 0, 0]"
wellis he gonna take da bitch or naw,"[1, 0, 0]"
welp imma hoe againshe a hoe if she likes chocolate,"[1, 0, 0]"
welpme baby i cooked bae whats for dinner me that bitch you been texting ,"[1, 0, 0]"
wen yu see uh bad bitch n wanna holla say ayyy,"[1, 0, 0]"
went to an open house today amp the place was trash ewww,"[0, 0, 1]"
went ya bitch house now she not a virgin anymore,"[1, 0, 0]"
westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win,"[1, 0, 0]"
western jihadi fanboys use of language peppering sentences with arabic words to sound knowledgeable comical ,"[0, 0, 1]"
westside nicca,"[1, 0, 0]"
wet bitches ,"[1, 0, 0]"
what america teaches people if you bitch about something enough youll get what you want,"[1, 0, 0]"
what i hate about edm festivals is the people who bitch about the line up stfu,"[1, 0, 0]"
what i look like ho i look like yes and you look like no @nickiminaj,"[1, 0, 0]"
what a dirty girl haha cat pussy pets ,"[1, 0, 0]"
what a bitch pshh,"[1, 0, 0]"
what a dumb bitch,"[1, 0, 0]"
what a fag,"[0, 1, 0]"
what a fucking faggot,"[0, 1, 0]"
what a fucking retard,"[1, 0, 0]"
what a hoe lol,"[1, 0, 0]"
what a pussy so you can subtweet about me then unfollow but cant even reply and try to understand my point yeah and im the idiot,"[1, 0, 0]"
what a sniveling little cunt i would be embarrassed for him but i cant stand the guy@thecumiashow,"[1, 0, 0]"
what a trash franchisefergie will sing the national anthem at the clippers season opener tomorrow,"[0, 0, 1]"
what a wetback looks like when he gets caught crossing the border,"[0, 1, 0]"
what a wifey would understand a hoe could never comprehend,"[1, 0, 0]"
what an amazing proud day it was today forand blockheads time for bed good knight,"[0, 0, 1]"
what barrel of trash doesnt smell as badimagine dragons or nickelback,"[0, 0, 1]"
what be the peckin order white christian colored porto ricans arab jews i donts know i be axin,"[0, 1, 0]"
what do you do when you the nigga thats currently cuffin a bitch dats getting exposed ,"[1, 0, 0]"
what else come on on mondays im not finna watch that trash ive destroyed enuf brain cells,"[0, 0, 1]"
what ever happened to the teen titans of my day and why must they mock me with this teen titans go,"[0, 0, 1]"
what if i talked ghetto lol id be so annoyed of my self,"[0, 0, 1]"
what if i was on my ass that mean she get half of my cash man that bitch can kiss my ass,"[1, 0, 0]"
what is twitter even for lmao this hoe wack af,"[1, 0, 0]"
what is this theare doing today using those wooden things and making it all the way around the bases weird,"[0, 0, 1]"
what is up my twitta niccas,"[1, 0, 0]"
what jealous hoe made this ,"[1, 0, 0]"
what kind of bitch ass throw was that alex fuck,"[1, 0, 0]"
what kind of person am i the one that wears a beanie and does drugs and likes to fuck with bitches,"[1, 0, 0]"
what kind of sorcery is thisnopeeat this pussy while im on my cycle amp call it cherry pie,"[1, 0, 0]"
what mad cunt created masturbating that dude needs a high ,"[1, 0, 0]"
what made this niggah say that out his mouth,"[1, 0, 0]"
what makes you lose your temper dumb ass bitches who talk shit but wont walk a mil in you own shoes ,"[1, 0, 0]"
what manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized amp cursed brethren and say,"[0, 0, 1]"
what now bitch ive got youre girlfriend,"[1, 0, 0]"
what ppl expect august aslina is a nig from new orleans,"[0, 1, 0]"
what restaurant drugs tests hahahaha thats fuckin trash,"[1, 0, 0]"
what state got the best pussy ,"[1, 0, 0]"
what that bitch tryna say,"[1, 0, 0]"
what the fuck tho really the entire fucking world media is has gone obama retarded not to know medical science protocols wuh,"[1, 0, 0]"
what the fuck kind of redneck commercial was that indycar,"[1, 0, 0]"
what the hell are we doing with pussy rules that soldiers dont carry weapons on base they are trained liberal crap amp people die,"[1, 0, 0]"
what the monkey ,"[0, 0, 1]"
what these bitches want from a nicca ,"[1, 0, 0]"
what these bitches want from a nigga like on some dmx shit,"[0, 1, 0]"
what they taught us man them bad bitches only want the ballers the starters we hoopin now the hoes wanna guard us,"[1, 0, 0]"
what time jamboree start thursday so i ca smile for the ugly hoes ,"[1, 0, 0]"
what u dont do another hoe will,"[1, 0, 0]"
what up fake ass hoe im not gone fought you today gimme my nigga hand back,"[1, 0, 0]"
what up twats i mean twits ,"[1, 0, 0]"
what was that knob to get shit back in focus when it started getting fuzzy,"[1, 0, 0]"
what would yall doi would act like one of them nd act like we lookin for the same bitch lmao ,"[1, 0, 0]"
what you doing bitch suck it dont bite it,"[1, 0, 0]"
what you gonna do if she cheat cry fight for her no kick that bitch out and go straight to tootsies,"[1, 0, 0]"
what you know about getting money low key hanging with the street niccas fukn wit the ogs,"[1, 0, 0]"
what you saying hoe,"[1, 0, 0]"
whats a queen without a king a lonely ass bitch,"[1, 0, 0]"
whats a trash party ,"[0, 0, 1]"
whats really funny bout this pic is im sure they believe them hoes is bad ,"[1, 0, 0]"
whats retarded is that i actually love my job and have a really weird passion for it,"[1, 0, 0]"
whats so good about prom all i see is another faggot ass high school dance,"[0, 1, 0]"
whats that makeup called on your cheeks i call it bitch spots lmao,"[1, 0, 0]"
whats this picslip shit if your posting a pic its not a slip dont flatter yourself stupid ass bitches,"[1, 0, 0]"
whats this bitch look like yalladd me on your stupid chapsnatpearlblueyes ,"[1, 0, 0]"
whats this bitch retarded give me back my dollarsevery time i meet somebody i assume ill never meet them again,"[1, 0, 0]"
whats up faggots bet yall thought youd seen the last of me,"[0, 1, 0]"
whats up with all these bitches in bed clothes walking the streets like that shit is cute,"[1, 0, 0]"
whats worse than ebola the fing retards trying to make it a race issue al sharpton has caused more american death than ebola,"[0, 1, 0]"
whats worse than jury duty is the confirmation you get while serving that the general public is retarded,"[1, 0, 0]"
whatever im going to concert todayi cant be a little bitch right now,"[1, 0, 0]"
whatever happens i wont let racism become a big trend again i refuse over my fuckin dead body bitches im mixed i cant be racist,"[1, 0, 0]"
whats wrong w this marie hibben bitch,"[1, 0, 0]"
whats wrong with this bitch,"[1, 0, 0]"
whengot your ex bitch amp the one you tryna move on w its time to call amp give it a up,"[1, 0, 0]"
when charlie tries to walk into my room and it cant remember if i locked the door or not ,"[0, 0, 1]"
when chief keef said i aint done turning up bitch ,"[1, 0, 0]"
when i be seein yall runnin back and forf to woyke and shit i be thankin jesus i is colored,"[1, 0, 0]"
when i be that pussy i be calling you my bitch,"[1, 0, 0]"
when i call bitch you come,"[1, 0, 0]"
when i die throw a couple bad bitches in my casket,"[1, 0, 0]"
when i see a fine bitch i dont get excited,"[1, 0, 0]"
when i step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck,"[1, 0, 0]"
when i wanna nut an she wanna nut at the same time im peyton manning this bitch audible omha,"[1, 0, 0]"
when i was amp me my homies used to go to the mall to pull hoes id be at home later that night like ,"[1, 0, 0]"
when i was in th grade it was a lil bitch at my school in th and she was pregnant like wtf i barely new what pussy looked like that young,"[1, 0, 0]"
when i was in hs we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped,"[1, 0, 0]"
when im a relationship im erasing twitter cuz its to many bitches that are accessible i gotta the hormones of a year old home alone,"[1, 0, 0]"
when jake was mad happy and hugged muscle faced renee russo at the end of i was like yeah them bitches bout to win it all,"[1, 0, 0]"
when lil wayne said why give a bitch your heart when shed rather have a purse ,"[1, 0, 0]"
when robinson cano left the yankees they were selling his jersey for when aaron hernandez went to jail they sold his for ,"[0, 0, 1]"
when stoni isnt doing his faggot gook speak hes actually funny,"[1, 0, 0]"
when a bitch i dont like laugh at my joke ,"[1, 0, 0]"
when a bitch all in ya mans face in public ,"[1, 0, 0]"
when a chicks head is weak i just close my eyes and imagine me giving a bad bitch like zoe saldana back shots so i can get my nut off,"[1, 0, 0]"
when a fat bitch want you and a skinny bitch cant cook nothin for you these hoes aint hungry ,"[1, 0, 0]"
when a girl asks me if i eat pussy at first i dont even cause thats just a stupid question in itself,"[1, 0, 0]"
when a girl tried to argue with me whilst i was drunk hes not done you shut the fuck up bitch im a nasty cunt whilst drunk sarry,"[1, 0, 0]"
when a hoe go back to her roots,"[1, 0, 0]"
when a hoe tryna get at you while ya girl is looking ,"[1, 0, 0]"
when a niggah think he gon come inbetween me and my bestf ill fuck you and her up ,"[1, 0, 0]"
when a pussy nigga socks you and doesnt knock you out,"[0, 1, 0]"
when a real niggah want you,"[1, 0, 0]"
when a super bad bitch walk past u and u cant help but stare ,"[1, 0, 0]"
when all else fails blast bare nips,"[0, 0, 1]"
when bae dodges hoes cause he only want you ,"[1, 0, 0]"
when bae say she goin to the club with her girls i be outside that bitch at am like ,"[1, 0, 0]"
when bitches i work with are on there period ,"[1, 0, 0]"
when bitches in the library start acting up ,"[1, 0, 0]"
when bitches know they feeling stupid they keep there sentences short,"[1, 0, 0]"
when bitches say i want to cuddle it real is them speaking in code saying they want the d,"[1, 0, 0]"
when bitches you dont like talk to you at work workproblems workflow byebitch ,"[1, 0, 0]"
when did miley turn ghetto,"[0, 0, 1]"
when did gum get so soft you sons of bitches,"[1, 0, 0]"
when did it become cool to ne stupid this teabagger debate is slim on facts at best,"[0, 0, 1]"
when ever you dog hoes really bad you end up w a girlfriend ,"[1, 0, 0]"
when ex girl friends get fat thats god saying hey man youre welcome lmfao big ole bitch,"[1, 0, 0]"
when girls say like ohh im so ugly like bitch you aint fishing for compliments youre like deep sea diving fuck,"[1, 0, 0]"
when guys are more sentimental than most girls like man up pussy ,"[1, 0, 0]"
when guys throw stupid bitch fits its like whyyyyy grow some balls please i have bigger balls than you,"[1, 0, 0]"
when her pussy doesnt taste like pineapples ,"[1, 0, 0]"
when her pussy stankwhen yo girl says shes gonna let you hit tonight ,"[1, 0, 0]"
when hoes be sayin they sexually frustrated or need some dick ,"[1, 0, 0]"
when hoes think i got sucker nigga written across my forehead,"[1, 0, 0]"
when i bitch fuck my hologram doe,"[1, 0, 0]"
when i die bitch fuck my hologram doe there taylor,"[1, 0, 0]"
when i die throw a couple bad bitches in my casket,"[1, 0, 0]"
when i die throw a couple bad bitches in my casket,"[1, 0, 0]"
when i see a super bad bitch and she happen to be from my city i just feel the need to shoot my shot,"[1, 0, 0]"
when it come to bitches niggas will get dirty,"[1, 0, 0]"
when it rains its good go to the mall weather all the coons be at home,"[0, 1, 0]"
when it start raining bitches always wana get fucked bitch take a nap,"[1, 0, 0]"
when it start thundering bitches be like i wana cuddle naw bitch you just wana excuse to suck a dick you and mimi sit tf down in a corner,"[1, 0, 0]"
when its hot i wear whatever lol shit if could come out this bitch in briefs i would,"[1, 0, 0]"
when jake from state farm keep calling yo bitch but yall got progressive ,"[1, 0, 0]"
when lifes got ya down you just gotta get back up and pimp slap that hoe,"[1, 0, 0]"
when mfs tell you who you talk to and it aint truelike no bitch,"[1, 0, 0]"
when my friends are roastin my other friends and idk who to roast im just like wait who are your true nigsalways da clan,"[1, 0, 0]"
when my right hand get out niggas gon remember why we tru loyal pussy,"[1, 0, 0]"
when my teacher says basic algebra i think of basic bitches,"[1, 0, 0]"
when niggabitch lose in a fight they favorite line is heshe only ,"[1, 0, 0]"
when niggas gimme their mixtape and its trash yeet fatality ,"[1, 0, 0]"
when niggas say they like latinas they dont mean you fat bitches that smell like fajitas,"[1, 0, 0]"
when niggas wanna cheat they start an argument with their girl bitch i told you i hate ketchup on my hotdogs fuck this im out,"[1, 0, 0]"
when people igg my text they get aired out in my head all types of bitches an dickheads ,"[1, 0, 0]"
when people label their name on there ghetto nanoltltltltlt @stephyrae,"[0, 0, 1]"
when people really think im asian i get offended even though i make fun of my gook self,"[0, 0, 1]"
when people tailgate then pass you up and look lol i just wave like hi bitch yeah i see you do i care fuck no pass me up,"[1, 0, 0]"
when ratchet bitches find out the club aint to get in ,"[1, 0, 0]"
when see u an oldhead rocking a bruce lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class,"[1, 0, 0]"
when she wit me got yo bitch open,"[1, 0, 0]"
when shes a straight up hoe but doesnt suck dick,"[1, 0, 0]"
when somebody ask where da hoes at universal answer is shit u got em,"[1, 0, 0]"
when that dyke almost came for me when i didnt send for her ltltltlt,"[1, 0, 0]"
when the baddest bitch in school walk by ,"[1, 0, 0]"
when the bitch playes with your emotions an wont let you date thats the moment where i wanna kick her straight in the vagina,"[1, 0, 0]"
when the day goes bad just tell yourself were the pussy at ,"[1, 0, 0]"
when the ghost picks u up after u dive in the pussy ,"[1, 0, 0]"
when the pussy stank,"[1, 0, 0]"
when the teachers aid trys acting like shes the teacher bitch please,"[1, 0, 0]"
when they bitch about carbon emissions tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere,"[1, 0, 0]"
when things dont go my way im a total bitch,"[1, 0, 0]"
when this test is over today im making a pan of brownies im going to lay in bed all day amp eat them until my heart is content ,"[0, 0, 1]"
when u hitting it from the back u gotta call her bitch they love that but dont u dare call em slut,"[1, 0, 0]"
when u see that bitch in months like yea im having a boy bitch u was twerking on dicc on vday weknow,"[1, 0, 0]"
when was a hoe ever supposed to be loyal i mean it wouldnt make em a hoe theyd be another housewife,"[1, 0, 0]"
when will joe stop telling pbo how to do his job you couldnt even keep a job in teabagger florida morningjoe,"[0, 0, 1]"
when women are so proud that they dont like to cook amp clean bitch stop being lazy its not cute,"[1, 0, 0]"
when you aint had pussy in a hot minute ,"[1, 0, 0]"
when you catch yo bitch sending nudes to another nigga,"[1, 0, 0]"
when you colored every day is sunday,"[0, 0, 1]"
when you give somebody that bitch look,"[1, 0, 0]"
when you gotta boomin ass voice all you have to do is look at bitches and scream now den ya in da pussy,"[1, 0, 0]"
when you have everything they want amp youre doing everything they cant bitches are going to talk shit dont let them stop your shine,"[1, 0, 0]"
when you hear ya homie with no hoes lying ,"[1, 0, 0]"
when you know for a fact you got a woman who loves you other bitches dont even matter,"[1, 0, 0]"
when you realize how curiosity is a bitch an should of let the unknown stay unknown curiositykilledme,"[1, 0, 0]"
when you seeabout to fight a bitch ,"[1, 0, 0]"
when you see a fat bitch wearing leggings and a belly shirt ,"[1, 0, 0]"
when you see kids being bad amp their parents just standing there amp you look @ em like bitch you aint gon do somethin ,"[1, 0, 0]"
when you tell a dark skin bitch to send you some sexy shit ,"[1, 0, 0]"
when you told ya homie she was a hoe but he still wifed itcaption this ,"[1, 0, 0]"
when youre grinding with a bitch and shes knocking you over with the booty ,"[1, 0, 0]"
when your nigga passes you a hoe ,"[1, 0, 0]"
when your side bitch wont leave ,"[1, 0, 0]"
whenever i came to school fresh i took hella bathroom breaks just so the hoes could check me out ,"[1, 0, 0]"
whenever i see a pic captioned soft ghetto i log off for minutes,"[0, 0, 1]"
whenever you need your hoe protected on social media or anywhere in the world please contactand hell fight for that hoe,"[1, 0, 0]"
where is vrsl that nigger owes me bucks,"[1, 0, 0]"
where a prego bitch when i need one i have no milk an a whole box of cinnamon toast crunch man,"[1, 0, 0]"
where all the nd string bitches at,"[1, 0, 0]"
where are all those whiny bitches when kris left how come lulu aint gettin shit,"[1, 0, 0]"
where isi miss that bitch,"[1, 0, 0]"
where my bitches at mann,"[1, 0, 0]"
where tf this bitch in the pink from this hoe pointless,"[1, 0, 0]"
where the bad bitches at and by bad bitches i mean tacos,"[1, 0, 0]"
where the bad bitches huh where ya hiding kanye voice,"[1, 0, 0]"
where the fair and reasonable women at not these self righteous i deserve the world without working for it cuz i got a pussy bitches,"[1, 0, 0]"
where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks,"[1, 0, 0]"
where the hoes at we looking for the hoes ayeee,"[1, 0, 0]"
where the hoes at,"[1, 0, 0]"
where this brolic bitch at lol ,"[1, 0, 0]"
where this hoe benga at,"[1, 0, 0]"
where would me life be without god andid probably be living in a trash can haha,"[0, 0, 1]"
where ya titties lil bitch,"[1, 0, 0]"
wheres all my bitcheswhere did they goooo,"[1, 0, 0]"
wheres my money bitch,"[1, 0, 0]"
wheres the part where fat amy goes err wop wobn wefo thingspeoplesay @fatamypost,"[0, 0, 1]"
wheres the pic of her standing againthis bitch looks like voltorb ,"[1, 0, 0]"
wheres this bitches parents tho go home you thot,"[1, 0, 0]"
which expendable player can we put in with the sole objective of breaking beverleys jaw,"[0, 0, 1]"
which mean you hoes too stupid ion want it around me youhavejustbeenblocked ,"[1, 0, 0]"
which one corey or cory or bothhes half retarded,"[1, 0, 0]"
which one of you hoes then downloaded that jailmail app,"[1, 0, 0]"
whipped cream endlesslove,"[0, 0, 1]"
whipped ,"[0, 0, 1]"
whipped out some french in front of some babes at the post office winning,"[0, 0, 1]"
white bitches be lovin da colored men,"[1, 0, 0]"
white bus drivers are all white trash losangeles,"[0, 1, 0]"
white kids black kids yellow kids hell even purple kids if you carry yourselves like daniel geale you will go far gealemundine,"[0, 0, 1]"
white people always gave yellow ass teeth,"[1, 0, 0]"
white trash bash ,"[1, 0, 0]"
white trash have taken over every charity organization in the us,"[0, 1, 0]"
white trash okies dont count as real white people to count as a white person you have to count a person okies arent people,"[0, 1, 0]"
who da fuck is yo idk nigguh,"[1, 0, 0]"
who doesnt want a bad bitch,"[1, 0, 0]"
who ever did the beat on that wayne by chief that bitch a bangerfreewop freeslick,"[1, 0, 0]"
who fukn witfor real for real dat nicca be riding,"[1, 0, 0]"
who is john hanson a black man a moor john hanson was the first president of the united states george ,"[0, 0, 1]"
who is that pink hat guy cody caleb either way he is a over emotional bitch bb,"[1, 0, 0]"
who needs an alarm when you have the worlds most annoying bird outside your window,"[0, 0, 1]"
who remembers when we were in middle schoolhigh school and would throw paper in the trash from our seat and yell kobe lmfaoooo,"[0, 0, 1]"
who shot john lookin ass hoe,"[1, 0, 0]"
who takes mid from the best midlaner na fuckin solo q fags,"[0, 1, 0]"
who tf make an account of another bitch like you wanna be anotha bitch dat bad lmfaooo fat ass hoes,"[1, 0, 0]"
who the fuck is this bitch with this cheap ass clown nose on my screen your tired ass commercial i would never book u for a party,"[1, 0, 0]"
who the fuck made this cunt the authority on men,"[1, 0, 0]"
who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases like thats just the thing to do wrong,"[1, 0, 0]"
who the fuck still plays flappy birdflappy bird feels like ,"[1, 0, 0]"
who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture,"[1, 0, 0]"
who the hell taught you how to fuck bitch toot it up,"[1, 0, 0]"
who told this midget hoe to start stripping,"[1, 0, 0]"
who wanna play pin da tail on da colored mans butt,"[0, 0, 1]"
who watches wrestling besides little kids and white trash,"[1, 0, 0]"
who wouldve known that jesusll come back to the ghetto on that level and that thorough like a black heroine,"[0, 0, 1]"
whod have thought my redneck husband would claim the hipster glasses ,"[0, 0, 1]"
whos a thottie yous a thottie whos a thottie yous a thottie yes you bitch womp womp lord save these parched hoes,"[1, 0, 0]"
whos baby is dat whos da man dat did dat u gators bitches best be using jimmys,"[1, 0, 0]"
whos got the baddest pussy on the planet,"[1, 0, 0]"
whos ready for nigger spam,"[1, 0, 0]"
whoever came up with that i dont have no exs sayin mustve been a hoe,"[1, 0, 0]"
whoever had mr ramlogan for uwi business law tho racist mudda cunt,"[0, 1, 0]"
whoever jumps in on a on is a bitch,"[1, 0, 0]"
whoever made these brownies and cookies belongs in heaven,"[0, 0, 1]"
whoever mocks the poor insults his maker he who is glad at calamity will not go unpunished ,"[0, 0, 1]"
whole time your bitch on the phone moaning in me and my bitch ear though,"[1, 0, 0]"
whoo a new attraction in virginia city birds of prey meet this owl famous for his role in harry potter ,"[0, 0, 1]"
whoooooaaa no chill savagehere monkey monkey ,"[0, 0, 1]"
whoops bought snuggly hideous fuzzy boots because its cold as balls all of a sudden,"[0, 0, 1]"
whopsyardie go smoke a blunt and tell a nigga to come through you are stressed,"[1, 0, 0]"
whos pussy is it she said richies,"[1, 0, 0]"
why dudes would wanna fuck the same bitch at the same time is far beyond me,"[1, 0, 0]"
why jon hates birds ,"[0, 0, 1]"
why mcdonalds breakfast good but the lunch trash,"[0, 0, 1]"
why all the bitches fake gay now,"[1, 0, 0]"
why am i being such a bitch today lol,"[1, 0, 0]"
why are teabaggers so interested in saving people who are muslim does syria have oil morningjoe,"[1, 0, 0]"
why are nudes called nudes i would rather be like hey girl send me the tits and ass hoe ,"[1, 0, 0]"
why are people saying dont let guys treat you like a yellow starburst thats my favorite,"[0, 0, 1]"
why are some people such faggots like were you born that way or are you just that big of a douche bag,"[0, 1, 0]"
why are there so many hoes,"[1, 0, 0]"
why are you the only thick character in the game why i gotta play a skinny bitch @kimkardashian,"[1, 0, 0]"
why beg for nudes when you could fuck that bitch and make a video staring yourself and you get some booty win win,"[1, 0, 0]"
why bitches act like i cant read or like words dont have a meaning,"[1, 0, 0]"
why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby,"[1, 0, 0]"
why bitches quick to have a nigga baby then be suprised when she taking care of it by herself,"[1, 0, 0]"
why black girls gotta be thots aint nobody bringing up the fat white hoe you fucked back in middle school loveourwomen,"[1, 0, 0]"
why cant i have colored eyes like my siblings ,"[0, 0, 1]"
why cant there be bomb single bitches available on tap,"[1, 0, 0]"
why cant you be humble like your moms and not hoes,"[1, 0, 0]"
why did you release my nudes you cunt,"[1, 0, 0]"
why do i have the worst bm in the world smh this bitch the devil ,"[1, 0, 0]"
why do i play these scary pc games cuz im not a pussy and i like being scared shitless,"[1, 0, 0]"
why do bitches come to school wearing stripper heels to school makes no sense ,"[1, 0, 0]"
why do bitches put fuck a bio in they bio technically u still wrote a bio,"[1, 0, 0]"
why do peeps gotta be mad ghetto nowadays smh pull up your pants,"[0, 0, 1]"
why do people bring their children to the salon this mexican bitch needs her animals on a leash for real,"[1, 0, 0]"
why do people use the eggplant emoji in reference to a dick if your dick is purple with a green top see a doctor bruh,"[1, 0, 0]"
why do so many filthy wetback halfbreed spic savages live in losangeles none of them have any right at all to be here,"[0, 1, 0]"
why do some girls feel the need to be bitches for no reason at all,"[1, 0, 0]"
why do some scandalous niggas and hoes hate on a happy relationship just let them be happy together fuck,"[1, 0, 0]"
why do theteabaggers like this bald asshole complain about how long a bill is should we just draw you morons pictures morningjoe,"[1, 0, 0]"
why do visiting teams whine about right field as if it is longer for their batters yankees yankeestadium,"[0, 0, 1]"
why do yall bitches act so childish,"[1, 0, 0]"
why doeslike serena williams she looks like a tranny,"[1, 0, 0]"
why does msnbc have a news show that is opinion amp right wing talking points joe the nation is with pbo not u teabaggers morningjoe,"[0, 0, 1]"
why does this bitch on the olympics have a giant band aid on that looks like mia designed it for american apparel,"[1, 0, 0]"
why does this faggot in front of me have to get two dozen doughnuts right now get the fuck on,"[0, 1, 0]"
why dont you text your own mom dumb bitch,"[1, 0, 0]"
why everybody so hype to see these famous people naked yall hoes just alike they just got money ,"[1, 0, 0]"
why everybody talking about rihanna nudes like she super cold naked just cuz she famous huh that hoe built like a bubble gum swirl,"[1, 0, 0]"
why give a bitch an inch when she rather have ,"[1, 0, 0]"
why give a bitch ur heart when shed rather have a purse why give a bitch an inch when shed rather have these hoes aint loyal lilwayne,"[1, 0, 0]"
why he try say alexi stole jo bitch lmao,"[1, 0, 0]"
why hella bitches act like they got everything they have on they own like no bitch you had some form of assistance,"[1, 0, 0]"
why issuch a bitch i mean who gets mild salsa his father should be ashamed,"[1, 0, 0]"
why is baltimore so damn ghetto ,"[1, 0, 0]"
why is all these artist and new ones making so much trash,"[0, 0, 1]"
why is it always the fat bitches talking shit,"[1, 0, 0]"
why is it everytime i go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with teeth,"[1, 0, 0]"
why is my mother bothering me about the trash its my day off leave me alone and stop nagging,"[0, 0, 1]"
why is my phone being a fucking bitch,"[1, 0, 0]"
why is that most of the niggasbitches i use to fw like to sub me ,"[1, 0, 0]"
why is this bitch throwing condoms lmao,"[1, 0, 0]"
why isnt rogers in the game what a pussy no heart not tough wheres the out cry oh hes really hurt no excuse cutlers tougher,"[1, 0, 0]"
why niccas be hating tho lol let me live homie,"[1, 0, 0]"
why no boycott of racist redskins redskins changethename changethemascot,"[0, 0, 1]"
why tf are girls still virgins we only got months to live bitch you better throw that ass back,"[1, 0, 0]"
why the fuck am i getting notifications about two cunts getting married on facebook i dini gie a fuck getlost,"[1, 0, 0]"
why the fuck are thethrowing batting practice tonight holy shit,"[1, 0, 0]"
why the fuck is this bitch calling me for,"[1, 0, 0]"
why the most ratchet bitches be talkin shit yall got nothing better to do but talk shit pick up the liq and hop on a dick,"[1, 0, 0]"
why the wifey type girls single and the hoes being cuffed though,"[1, 0, 0]"
why these bitches be gettin instagrams just to post pictures of other bitches i dont get it,"[1, 0, 0]"
